route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed,route_variant
08251125-LE,20251115,20251115-LE-9021,LE - Union Station,,1,21A,OSUN,1,1,
08251125-LW,20251115,20251115-LW-1722,LW - Union Station,,1,23A,WRUN,1,1,
08251125-GT,20251115,20251115-GT-3537,KI - Mount Pleasant GO,,0,52P,UNMO,1,1,
08251125-GT,20251115,20251115-GT-3414,KI - Union Station,,1,53A,MOUN,1,1,
08251125-LW,20251115,20251115-LW-1034,LW - Union Station,,1,23A,ALUN,1,1,
08251125-LW,20251115,20251115-LW-1725,LW - West Harbour GO,,0,13A,UNWR,1,1,
08251125-LW,20251115,20251115-LW-1039,LW - Aldershot GO,,0,22P,UNAL,1,1,
08251125-ST,20251115,20251115-ST-7711,ST - Union Station,,1,51A,LIUN,1,1,
08251125-LE,20251115,20251115-LE-9118,LE - Durham College Oshawa GO,,0,24A,UNOS,1,1,
08251125-ST,20251115,20251115-ST-7432,ST - Mount Joy GO,,0,64P,UNMJ,1,1,
08251125-LE,20251115,20251115-LE-9137,LE - Union Station,,1,10A,OSUN,1,1,
08251125-BR,20251115,20251115-BR-6312,BR - Union Station,,1,63A,AUUN,1,1,
08251125-LW,20251115,20251115-LW-1322,LW - Union Station,,1,10A,OAUN,1,1,
08251125-GT,20251115,20251115-GT-3533,KI - Mount Pleasant GO,,0,06P,UNMO,1,1,
08251125-LW,20251115,20251115-LW-1040,LW - Union Station,,1,24A,ALUN,1,1,
08251125-LE,20251115,20251115-LE-9011,LE - Union Station,,1,22A,OSUN,1,1,
08251125-ST,20251115,20251115-ST-7709,ST - Union Station,,1,48A,LIUN,1,1,
08251125-LE,20251115,20251115-LE-9028,LE - Durham College Oshawa GO,,0,27A,UNOS,1,1,
08251125-LE,20251115,20251115-LE-9224,LE - Durham College Oshawa GO,,0,09A,UNOS,1,1,
08251125-LE,20251115,20251115-LE-9034,LE - Durham College Oshawa GO,,0,09A,UNOS,1,1,
08251125-LW,20251115,20251115-LW-1715,LW - West Harbour GO,,0,01A,UNWR,1,1,
08251125-BR,20251115,20251115-BR-6910,BR - Union Station,,1,64A,ADUN,1,1,
08251125-GT,20251115,20251115-GT-3430,KI - Union Station,,1,53P,MOUN,1,1,
08251125-LW,20251115,20251115-LW-1326,LW - Union Station,,1,26A,OAUN,1,1,
08251125-LW,20251115,20251115-LW-1033,LW - Aldershot GO,,0,03A,UNAL,1,1,
08251125-BR,20251115,20251115-BR-6311,BR - Aurora GO,,0,51A,UNAU,1,1,
08251125-LE,20251115,20251115-LE-9239,LE - Union Station,,1,23A,OSUN,1,1,
08251125-LW,20251115,20251115-LW-1027,LW - Aldershot GO,,0,01A,UNAL,1,1,
08251125-LW,20251115,20251115-LW-1616,LW - Union Station,,1,16A,,1,1,
08251125-GT,20251115,20251115-GT-3428,KI - Union Station,,1,52A,MOUN,1,1,
08251125-LE,20251115,20251115-LE-9332,LE - Durham College Oshawa GO,,0,22P,UNOS,1,1,
08251125-GT,20251115,20251115-GT-3515,KI - Mount Pleasant GO,,0,10A,UNMO,1,1,
08251125-LW,20251115,20251115-LW-1129,LW - Oakville GO,,0,04P,UNOA,1,1,
08251125-LW,20251115,20251115-LW-1135,LW - Oakville GO,,0,29A,UNOA,1,1,
08251125-BR,20251115,20251115-BR-6934,BR - Union Station,,1,45A,ADUN,1,1,
08251125-ST,20251115,20251115-ST-7435,ST - Union Station,,1,48P,MJUN,1,1,
08251125-GT,20251115,20251115-GT-3426,KI - Union Station,,1,53P,MOUN,1,1,
08251125-BR,20251115,20251115-BR-6927,BR - Allandale Waterfront GO,,0,45A,UNAD,1,1,
08251125-LW,20251115,20251115-LW-1612,LW - Union Station,,1,15A,,1,1,
08251125-LW,20251115,20251115-LW-1730,LW - Union Station,,1,13A,WRUN,1,1,
08251125-BR,20251115,20251115-BR-6933,BR - Allandale Waterfront GO,,0,70P,UNAD,1,1,
08251125-LW,20251115,20251115-LW-1017,LW - Aldershot GO,,0,14A,UNAL,1,1,
08251125-ST,20251115,20251115-ST-7421,ST - Union Station,,1,51A,MJUN,1,1,
08251125-LE,20251115,20251115-LE-9336,LE - Durham College Oshawa GO,,0,21A,UNOS,1,1,
08251125-ST,20251115,20251115-ST-7410,ST - Mount Joy GO,,0,08A,UNMJ,1,1,
08251125-LW,20251115,20251115-LW-1970,LW - Union Station,,1,05A,NIUN,1,1,
08251125-GT,20251115,20251115-GT-3511,KI - Mount Pleasant GO,,0,53A,UNMO,1,1,
08251125-ST,20251115,20251115-ST-7634,ST - Old Elm GO,,0,08A,UNLI,1,1,
08251125-LE,20251115,20251115-LE-9331,LE - Union Station,,1,26A,OSUN,1,1,
08251125-LE,20251115,20251115-LE-9223,LE - Union Station,,1,24A,OSUN,1,1,
08251125-LE,20251115,20251115-LE-9037,LE - Union Station,,1,13A,OSUN,1,1,
08251125-LW,20251115,20251115-LW-1728,LW - Union Station,,1,24A,WRUN,1,1,
08251125-LE,20251115,20251115-LE-9325,LE - Union Station,,1,29A,OSUN,1,1,
08251125-BR,20251115,20251115-BR-6937,BR - Allandale Waterfront GO,,0,64P,UNAD,1,1,
08251125-LW,20251115,20251115-LW-1737,LW - West Harbour GO,,0,01A,UNWR,1,1,
08251125-LW,20251115,20251115-LW-1621,LW - Confederation GO,,0,22A,,1,1,
08251125-LE,20251115,20251115-LE-9139,LE - Union Station,,1,09A,OSUN,1,1,
08251125-BR,20251115,20251115-BR-6318,BR - Union Station,,1,45A,AUUN,1,1,
08251125-LW,20251115,20251115-LW-1740,LW - Union Station,,1,25A,WRUN,1,1,
08251125-LE,20251115,20251115-LE-9130,LE - Durham College Oshawa GO,,0,25A,UNOS,1,1,
08251125-LW,20251115,20251115-LW-1328,LW - Union Station,,1,28A,OAUN,1,1,
08251125-LE,20251115,20251115-LE-9213,LE - Union Station,,1,25A,OSUN,1,1,
08251125-LW,20251115,20251115-LW-1718,LW - Union Station,,1,25A,WRUN,1,1,
08251125-LW,20251115,20251115-LW-1020,LW - Union Station,,1,13A,ALUN,1,1,
08251125-LE,20251115,20251115-LE-9124,LE - Durham College Oshawa GO,,0,15A,UNOS,1,1,
08251125-GT,20251115,20251115-GT-3529,KI - Mount Pleasant GO,,0,06P,UNMO,1,1,
08251125-LE,20251115,20251115-LE-9236,LE - Durham College Oshawa GO,,0,27A,UNOS,1,1,
08251125-LE,20251115,20251115-LE-9123,LE - Union Station,,1,26A,OSUN,1,1,
08251125-LW,20251115,20251115-LW-1977,LW - Niagara Falls GO,,0,05P,UNNI,1,1,
08251125-GT,20251115,20251115-GT-3527,KI - Mount Pleasant GO,,0,53P,UNMO,1,1,
08251125-LW,20251115,20251115-LW-1024,LW - Union Station,,1,15A,ALUN,1,1,
08251125-LW,20251115,20251115-LW-1333,LW - Oakville GO,,0,28A,UNOA,1,1,
08251125-LW,20251115,20251115-LW-1029,LW - Aldershot GO,,0,23A,UNAL,1,1,
08251125-LE,20251115,20251115-LE-9140,LE - Durham College Oshawa GO,,0,24A,UNOS,1,1,
08251125-LW,20251115,20251115-LW-1010,LW - Union Station,,1,01A,ALUN,1,1,
08251125-LE,20251115,20251115-LE-9114,LE - Durham College Oshawa GO,,0,03A,UNOS,1,1,
08251125-LW,20251115,20251115-LW-1132,LW - Union Station,,1,10A,OAUN,1,1,
08251125-ST,20251115,20251115-ST-7422,ST - Mount Joy GO,,0,45A,UNMJ,1,1,
08251125-LE,20251115,20251115-LE-9127,LE - Union Station,,1,30A,OSUN,1,1,
08251125-LE,20251115,20251115-LE-9338,LE - Durham College Oshawa GO,,0,14A,UNOS,1,1,
08251125-GT,20251115,20251115-GT-3523,KI - Mount Pleasant GO,,0,53P,UNMO,1,1,
08251125-LE,20251115,20251115-LE-9030,LE - Durham College Oshawa GO,,0,29A,UNOS,1,1,
08251125-LW,20251115,20251115-LW-1337,LW - Oakville GO,,0,04P,UNOA,1,1,
08251125-LE,20251115,20251115-LE-9231,LE - Union Station,,1,21A,OSUN,1,1,
08251125-GT,20251115,20251115-GT-3434,KI - Union Station,,1,53P,MOUN,1,1,
08251125-BR,20251115,20251115-BR-6915,BR - Allandale Waterfront GO,,0,08A,UNAD,1,1,
08251125-LW,20251115,20251115-LW-1014,LW - Union Station,,1,03A,ALUN,1,1,
08251125-LW,20251115,20251115-LW-1136,LW - Union Station,,1,26A,OAUN,1,1,
08251125-LE,20251115,20251115-LE-9024,LE - Durham College Oshawa GO,,0,04P,UNOS,1,1,
08251125-BR,20251115,20251115-BR-6326,BR - Union Station,,1,70P,AUUN,1,1,
08251125-LW,20251115,20251115-LW-1019,LW - Aldershot GO,,0,15A,UNAL,1,1,
08251125-GT,20251115,20251115-GT-3420,KI - Union Station,,1,52A,MOUN,1,1,
08251125-BR,20251115,20251115-BR-6332,BR - Union Station,,1,08A,AUUN,1,1,
08251125-LW,20251115,20251115-LW-1023,LW - Aldershot GO,,0,16A,UNAL,1,1,
08251125-LE,20251115,20251115-LE-9229,LE - Union Station,,1,15A,OSUN,1,1,
08251125-LE,20251115,20251115-LE-9039,LE - Union Station,,1,22P,OSUN,1,1,
08251125-LE,20251115,20251115-LE-9235,LE - Union Station,,1,25A,OSUN,1,1,
08251125-LE,20251115,20251115-LE-9322,LE - Durham College Oshawa GO,,0,23A,UNOS,1,1,
08251125-LW,20251115,20251115-LW-1131,LW - Oakville GO,,0,11P,UNOA,1,1,
08251125-BR,20251115,20251115-BR-6336,BR - Union Station,,1,63A,AUUN,1,1,
08251125-LW,20251115,20251115-LW-1633,LW - Confederation GO,,0,16A,,1,1,
08251125-BR,20251115,20251115-BR-6325,BR - Aurora GO,,0,64P,UNAU,1,1,
08251125-LW,20251115,20251115-LW-1734,LW - Union Station,,1,15A,WRUN,1,1,
08251125-LE,20251115,20251115-LE-9241,LE - Union Station,,1,02A,OSUN,1,1,
08251125-LW,20251115,20251115-LW-1013,LW - Aldershot GO,,0,24A,UNAL,1,1,
08251125-LW,20251115,20251115-LW-1125,LW - Oakville GO,,0,28A,UNOA,1,1,
08251125-BR,20251115,20251115-BR-6331,BR - Aurora GO,,0,63A,UNAU,1,1,
08251125-ST,20251115,20251115-ST-7425,ST - Union Station,,1,64P,MJUN,1,1,
08251125-ST,20251115,20251115-ST-7414,ST - Mount Joy GO,,0,63A,UNMJ,1,1,
08251125-LW,20251115,20251115-LW-1720,LW - Union Station,,1,01A,WRUN,1,1,
08251125-LE,20251115,20251115-LE-9219,LE - Union Station,,1,03A,OSUN,1,1,
08251125-LE,20251115,20251115-LE-9326,LE - Durham College Oshawa GO,,0,03A,UNOS,1,1,
08251125-LW,20251115,20251115-LW-1036,LW - Union Station,,1,02A,ALUN,1,1,
08251125-LW,20251115,20251115-LW-1739,LW - West Harbour GO,,0,23A,UNWR,1,1,
08251125-LE,20251115,20251115-LE-9033,LE - Union Station,,1,03A,OSUN,1,1,
08251125-LE,20251115,20251115-LE-9312,LE - Durham College Oshawa GO,,0,15A,UNOS,1,1,
08251125-LE,20251115,20251115-LE-9131,LE - Union Station,,1,11P,OSUN,1,1,
08251125-LE,20251115,20251115-LE-9027,LE - Union Station,,1,01A,OSUN,1,1,
08251125-GT,20251115,20251115-GT-3535,KI - Mount Pleasant GO,,0,53P,UNMO,1,1,
08251125-GT,20251115,20251115-GT-3412,KI - Union Station,,1,52A,MOUN,1,1,
08251125-LW,20251115,20251115-LW-1727,LW - West Harbour GO,,0,14A,UNWR,1,1,
08251125-LE,20251115,20251115-LE-9316,LE - Durham College Oshawa GO,,0,16A,UNOS,1,1,
08251125-LW,20251115,20251115-LW-1330,LW - Union Station,,1,30A,OAUN,1,1,
08251125-LE,20251115,20251115-LE-9129,LE - Union Station,,1,04P,OSUN,1,1,
08251125-ST,20251115,20251115-ST-7430,ST - Mount Joy GO,,0,48P,UNMJ,1,1,
08251125-LE,20251115,20251115-LE-9135,LE - Union Station,,1,29A,OSUN,1,1,
08251125-LW,20251115,20251115-LW-1981,LW - Niagara Falls GO,,0,51A,UNNI,1,1,
08251125-LE,20251115,20251115-LE-9120,LE - Durham College Oshawa GO,,0,13A,UNOS,1,1,
08251125-GT,20251115,20251115-GT-3531,KI - Mount Pleasant GO,,0,53P,UNMO,1,1,
08251125-ST,20251115,20251115-ST-7419,ST - Union Station,,1,63A,MJUN,1,1,
08251125-LE,20251115,20251115-LE-9017,LE - Union Station,,1,14A,OSUN,1,1,
08251125-LE,20251115,20251115-LE-9232,LE - Durham College Oshawa GO,,0,04P,UNOS,1,1,
08251125-LW,20251115,20251115-LW-1723,LW - West Harbour GO,,0,24A,UNWR,1,1,
08251125-LW,20251115,20251115-LW-1138,LW - Union Station,,1,28A,OAUN,1,1,
08251125-LW,20251115,20251115-LW-1334,LW - Union Station,,1,11P,OAUN,1,1,
08251125-ST,20251115,20251115-ST-7428,ST - Mount Joy GO,,0,70P,UNMJ,1,1,
08251125-LE,20251115,20251115-LE-9226,LE - Durham College Oshawa GO,,0,26A,UNOS,1,1,
08251125-MI,20251112,20251112-MI-2722,MI - Union Station,,1,38A,MLUN,1,2,
08251125-LE,20251112,20251112-LE-9019,LE - Union Station,,1,23A,OSUN,1,1,
08251125-LW,20251112,20251112-LW-1731,LW - West Harbour GO,,0,15A,UNWR,1,1,
08251125-GT,20251112,20251112-GT-3531,KI - Mount Pleasant GO,,0,04P,UNMO,1,1,
08251125-LE,20251112,20251112-LE-9128,LE - Durham College Oshawa GO,,0,14A,UNOS,1,2,
08251125-GT,20251112,20251112-GT-3806,KI - Union Station,,1,54A,KIUN,1,2,
08251125-GT,20251112,20251112-GT-3858,KI - Union Station,,1,56A,KIUN,1,2,
08251125-GT,20251112,20251112-GT-3935,KI - Kitchener GO,,0,54P,UNKI,1,1,
08251125-ST,20251112,20251112-ST-7707,ST - Union Station,,1,46A,LIUN,1,2,
08251125-LE,20251112,20251112-LE-9021,LE - Union Station,,1,15A,OSUN,1,1,
08251125-LE,20251112,20251112-LE-9233,LE - Union Station,,1,14A,OSUN,1,1,
08251125-GT,20251112,20251112-GT-3514,KI - Union Station,,1,53A,MOUN,1,1,
08251125-BR,20251112,20251112-BR-6606,BR - Union Station,,1,64A,ADUN,1,2,
08251125-ST,20251112,20251112-ST-7420,ST - Mount Joy GO,,0,36P,UNMJ,1,1,
08251125-RH,20251112,20251112-RH-5208,RH - Union Station,,1,43A,BMUN,1,2,
08251125-LW,20251112,20251112-LW-1028,LW - Union Station,,1,14A,ALUN,1,1,
08251125-LW,20251112,20251112-LW-1709,LW - West Harbour GO,,0,15A,UNWR,1,1,
08251125-ST,20251112,20251112-ST-7709,ST - Union Station,,1,48A,LIUN,1,2,
08251125-ST,20251112,20251112-ST-7423,ST - Union Station,,1,69A,MJUN,1,1,
08251125-BR,20251112,20251112-BR-6927,BR - Allandale Waterfront GO,,0,44P,UNAD,1,2,
08251125-MI,20251112,20251112-MI-2726,MI - Union Station,,1,40A,MLUN,1,1,
08251125-ST,20251112,20251112-ST-7824,ST - Old Elm GO,,0,43P,UNLI,1,2,
08251125-GT,20251112,20251112-GT-3860,KI - Union Station,,1,60A,KIUN,1,2,
08251125-LE,20251112,20251112-LE-9310,LE - Durham College Oshawa GO,,0,20A,UNOS,1,1,
08251125-GT,20251112,20251112-GT-3209,KI - Bramalea GO,,0,01A,UNBE,1,1,
08251125-RH,20251112,20251112-RH-5329,RH - Bloomington GO,,0,45P,UNBM,1,1,
08251125-LE,20251112,20251112-LE-9707,LE - Union Station,,1,25A,WHUN,1,2,
08251125-ST,20251112,20251112-ST-7222,ST - Unionville GO,,0,27P,UNUI,1,2,
08251125-LE,20251112,20251112-LE-9004,LE - Durham College Oshawa GO,,0,01A,UNOS,1,1,
08251125-MI,20251112,20251112-MI-2741,MI - Milton GO,,0,17P,UNML,1,2,
08251125-ST,20251112,20251112-ST-7412,ST - Mount Joy GO,,0,69A,UNMJ,1,1,
08251125-LE,20251112,20251112-LE-9035,LE - Union Station,,1,30A,OSUN,1,1,
08251125-LW,20251112,20251112-LW-1127,LW - Oakville GO,,0,59P,UNOA,1,2,
08251125-BR,20251112,20251112-BR-6912,BR - Union Station,,1,70A,ADUN,1,1,
08251125-LE,20251112,20251112-LE-9007,LE - Union Station,,1,21A,OSUN,1,2,
08251125-LW,20251112,20251112-LW-1258,LW - Union Station,,1,19A,ALUN,1,2,
08251125-LE,20251112,20251112-LE-9324,LE - Durham College Oshawa GO,,0,19P,UNOS,1,2,
08251125-LW,20251112,20251112-LW-1736,LW - Union Station,,1,15A,WRUN,1,1,
08251125-LW,20251112,20251112-LW-1033,LW - Aldershot GO,,0,26A,UNAL,1,1,
08251125-LW,20251112,20251112-LW-1629,LW - Confederation GO,,0,23A,,1,1,
08251125-ST,20251112,20251112-ST-7418,ST - Mount Joy GO,,0,69A,UNMJ,1,1,
08251125-LE,20251112,20251112-LE-9208,LE - Durham College Oshawa GO,,0,02A,UNOS,1,1,
08251125-LE,20251112,20251112-LE-9116,LE - Durham College Oshawa GO,,0,30A,UNOS,1,1,
08251125-LE,20251112,20251112-LE-9239,LE - Union Station,,1,34P,OSUN,1,1,
08251125-BR,20251112,20251112-BR-6332,BR - Union Station,,1,59P,AUUN,1,1,
08251125-LW,20251112,20251112-LW-1015,LW - Aldershot GO,,0,02A,UNAL,1,1,
08251125-GT,20251112,20251112-GT-3877,KI - Kitchener GO,,0,27P,UNKI,1,2,
08251125-ST,20251112,20251112-ST-7638,ST - Old Elm GO,,0,44P,UNLI,1,1,
08251125-LW,20251112,20251112-LW-1016,LW - Union Station,,1,30A,ALUN,1,1,
08251125-BR,20251112,20251112-BR-6920,BR - Union Station,,1,31P,ADUN,1,1,
08251125-GT,20251112,20251112-GT-3008,KI - Union Station,,1,45A,BEUN,1,2,
08251125-LE,20251112,20251112-LE-9112,LE - Durham College Oshawa GO,,0,21A,UNOS,1,1,
08251125-LW,20251112,20251112-LW-1011,LW - Aldershot GO,,0,30A,UNAL,1,1,
08251125-LW,20251112,20251112-LW-1875,LW - Hamilton GO Centre,,0,02A,UNHA,1,2,
08251125-LE,20251112,20251112-LE-9009,LE - Union Station,,1,26A,OSUN,1,2,
08251125-LW,20251112,20251112-LW-1721,LW - West Harbour GO,,0,30A,UNWR,1,1,
08251125-GT,20251112,20251112-GT-3521,KI - Mount Pleasant GO,,0,43P,UNMO,1,1,
08251125-ST,20251112,20251112-ST-7435,ST - Union Station,,1,63A,MJUN,1,1,
08251125-LE,20251112,20251112-LE-9224,LE - Durham College Oshawa GO,,0,11P,UNOS,1,2,
08251125-ST,20251112,20251112-ST-7439,ST - Union Station,,1,35P,MJUN,1,1,
08251125-LE,20251112,20251112-LE-9118,LE - Durham College Oshawa GO,,0,10A,UNOS,1,1,
08251125-GT,20251112,20251112-GT-3010,KI - Union Station,,1,22A,BEUN,1,2,
08251125-LE,20251112,20251112-LE-9223,LE - Union Station,,1,10A,OSUN,1,1,
08251125-GT,20251112,20251112-GT-3207,KI - Bramalea GO,,0,22A,UNBE,1,1,
08251125-RH,20251112,20251112-RH-5327,RH - Bloomington GO,,0,41P,UNBM,1,2,
08251125-GT,20251112,20251112-GT-3022,KI - Union Station,,1,27P,BEUN,1,1,
08251125-GT,20251112,20251112-GT-3230,KI - Union Station,,1,64P,BEUN,1,1,
08251125-ST,20251112,20251112-ST-7622,ST - Old Elm GO,,0,51P,UNLI,1,1,
08251125-LW,20251112,20251112-LW-1722,LW - Union Station,,1,21A,WRUN,1,1,
08251125-ST,20251112,20251112-ST-7436,ST - Mount Joy GO,,0,63A,UNMJ,1,1,
08251125-LE,20251112,20251112-LE-9011,LE - Union Station,,1,30A,OSUN,1,2,
08251125-GT,20251112,20251112-GT-3035,KI - Bramalea GO,,0,45P,UNBE,1,1,
08251125-LE,20251112,20251112-LE-9309,LE - Union Station,,1,09A,OSUN,1,2,
08251125-LW,20251112,20251112-LW-1075,LW - Aldershot GO,,0,36P,UNAL,1,2,
08251125-BR,20251112,20251112-BR-6313,BR - Aurora GO,,0,58A,UNAU,1,1,
08251125-LW,20251112,20251112-LW-1256,LW - Union Station,,1,04A,ALUN,1,2,
08251125-LW,20251112,20251112-LW-1018,LW - Union Station,,1,10A,ALUN,1,1,
08251125-LW,20251112,20251112-LW-1658,LW - Union Station,,1,13A,,1,2,
08251125-LE,20251112,20251112-LE-9140,LE - Durham College Oshawa GO,,0,30A,UNOS,1,1,
08251125-GT,20251112,20251112-GT-3519,KI - Mount Pleasant GO,,0,09A,UNMO,1,1,
08251125-LE,20251112,20251112-LE-9025,LE - Union Station,,1,03A,OSUN,1,1,
08251125-LE,20251112,20251112-LE-9206,LE - Durham College Oshawa GO,,0,10A,UNOS,1,1,
08251125-LE,20251112,20251112-LE-9237,LE - Union Station,,1,66P,OSUN,1,1,
08251125-LW,20251112,20251112-LW-1325,LW - Oakville GO,,0,35P,UNOA,1,2,
08251125-GT,20251112,20251112-GT-3036,KI - Union Station,,1,55P,BEUN,1,1,
08251125-MI,20251112,20251112-MI-2727,MI - Milton GO,,0,29P,UNML,1,2,
08251125-LW,20251112,20251112-LW-1775,LW - West Harbour GO,,0,03A,UNWR,1,2,
08251125-LW,20251112,20251112-LW-1858,LW - Union Station,,1,17A,HAUN,1,2,
08251125-GT,20251112,20251112-GT-3962,KI - Union Station,,1,58A,KIUN,1,1,
08251125-GT,20251112,20251112-GT-3937,KI - Guelph Central GO,,0,58P,UNGL,1,1,
08251125-BR,20251112,20251112-BR-6314,BR - Union Station,,1,63A,AUUN,1,1,
08251125-GT,20251112,20251112-GT-3923,KI - Kitchener GO,,0,47P,UNKI,1,2,
08251125-LW,20251112,20251112-LW-1726,LW - Union Station,,1,26A,WRUN,1,1,
08251125-LW,20251112,20251112-LW-1023,LW - Aldershot GO,,0,14A,UNAL,1,1,
08251125-GT,20251112,20251112-GT-3627,KI - Georgetown GO,,0,53P,UNGE,1,2,
08251125-BR,20251112,20251112-BR-6908,BR - Union Station,,1,68A,ADUN,1,2,
08251125-GT,20251112,20251112-GT-3031,KI - Bramalea GO,,0,54P,UNBE,1,1,
08251125-LE,20251112,20251112-LE-9026,LE - Durham College Oshawa GO,,0,67P,UNOS,1,2,
08251125-LE,20251112,20251112-LE-9229,LE - Union Station,,1,23A,OSUN,1,1,
08251125-LW,20251112,20251112-LW-1005,LW - Aldershot GO,,0,19A,UNAL,1,1,
08251125-LE,20251112,20251112-LE-9314,LE - Durham College Oshawa GO,,0,15A,UNOS,1,1,
08251125-MI,20251112,20251112-MI-2739,MI - Milton GO,,0,40P,UNML,1,2,
08251125-LW,20251112,20251112-LW-1615,LW - Confederation GO,,0,19A,,1,1,
08251125-BR,20251112,20251112-BR-6325,BR - Aurora GO,,0,12A,UNAU,1,2,
08251125-ST,20251112,20251112-ST-7624,ST - Old Elm GO,,0,25P,UNLI,1,2,
08251125-LW,20251112,20251112-LW-1728,LW - Union Station,,1,30A,WRUN,1,1,
08251125-GT,20251112,20251112-GT-3533,KI - Mount Pleasant GO,,0,58P,UNMO,1,1,
08251125-LW,20251112,20251112-LW-1737,LW - West Harbour GO,,0,66P,UNWR,1,1,
08251125-LE,20251112,20251112-LE-9338,LE - Durham College Oshawa GO,,0,60P,UNOS,1,1,
08251125-LW,20251112,20251112-LW-1034,LW - Union Station,,1,34P,ALUN,1,1,
08251125-LW,20251112,20251112-LW-1705,LW - West Harbour GO,,0,20A,UNWR,1,1,
08251125-LW,20251112,20251112-LW-1108,LW - Union Station,,1,06A,APUN,1,2,
08251125-LW,20251112,20251112-LW-1006,LW - Union Station,,1,03A,ALUN,1,2,
08251125-LW,20251112,20251112-LW-1977,LW - Niagara Falls GO,,0,60P,UNNI,1,2,
08251125-LW,20251112,20251112-LW-1037,LW - Aldershot GO,,0,03A,UNAL,1,1,
08251125-ST,20251112,20251112-ST-7705,ST - Union Station,,1,45A,LIUN,1,1,
08251125-LE,20251112,20251112-LE-9130,LE - Durham College Oshawa GO,,0,36P,UNOS,1,1,
08251125-ST,20251112,20251112-ST-7209,ST - Union Station,,1,15A,UIUN,1,2,
08251125-GT,20251112,20251112-GT-3516,KI - Union Station,,1,57A,MOUN,1,1,
08251125-RH,20251112,20251112-RH-5127,RH - Bloomington GO,,0,06P,UNBM,1,2,
08251125-BR,20251112,20251112-BR-6608,BR - Union Station,,1,66A,ADUN,1,2,
08251125-GT,20251112,20251112-GT-3038,KI - Union Station,,1,45P,BEUN,1,1,
08251125-MI,20251112,20251112-MI-2724,MI - Union Station,,1,39A,MLUN,1,2,
08251125-ST,20251112,20251112-ST-7425,ST - Union Station,,1,36P,MJUN,1,1,
08251125-ST,20251112,20251112-ST-7909,ST - Union Station,,1,49A,LIUN,1,2,
08251125-LW,20251112,20251112-LW-1110,LW - Union Station,,1,12A,APUN,1,2,
08251125-LW,20251112,20251112-LW-1030,LW - Union Station,,1,36P,ALUN,1,1,
08251125-LW,20251112,20251112-LW-1711,LW - West Harbour GO,,0,03A,UNWR,1,1,
08251125-BR,20251112,20251112-BR-6808,BR - Union Station,,1,67A,ADUN,1,2,
08251125-LE,20251112,20251112-LE-9307,LE - Union Station,,1,24A,OSUN,1,2,
08251125-ST,20251112,20251112-ST-7711,ST - Union Station,,1,50A,LIUN,1,2,
08251125-LE,20251112,20251112-LE-9709,LE - Union Station,,1,29A,WHUN,1,2,
08251125-GT,20251112,20251112-GT-3212,KI - Union Station,,1,09A,BEUN,1,1,
08251125-ST,20251112,20251112-ST-7414,ST - Mount Joy GO,,0,70A,UNMJ,1,1,
08251125-ST,20251112,20251112-ST-7907,ST - Union Station,,1,47A,LIUN,1,2,
08251125-BR,20251112,20251112-BR-6322,BR - Union Station,,1,63A,AUUN,1,1,
08251125-BR,20251112,20251112-BR-6936,BR - Union Station,,1,44P,ADUN,1,1,
08251125-ST,20251112,20251112-ST-7417,ST - Union Station,,1,69A,MJUN,1,1,
08251125-LE,20251112,20251112-LE-9213,LE - Union Station,,1,06A,OSUN,1,1,
08251125-LW,20251112,20251112-LW-1040,LW - Union Station,,1,30A,ALUN,1,1,
08251125-LW,20251112,20251112-LW-1734,LW - Union Station,,1,39P,WRUN,1,1,
08251125-GT,20251112,20251112-GT-3534,KI - Union Station,,1,04P,MOUN,1,1,
08251125-GT,20251112,20251112-GT-3025,KI - Bramalea GO,,0,63A,UNBE,1,2,
08251125-LW,20251112,20251112-LW-1675,LW - Confederation GO,,0,18P,,1,2,
08251125-LW,20251112,20251112-LW-1712,LW - Union Station,,1,23A,WRUN,1,1,
08251125-LW,20251112,20251112-LW-1632,LW - Union Station,,1,18P,,1,1,
08251125-GT,20251112,20251112-GT-3014,KI - Union Station,,1,24A,MAUN,1,1,
08251125-LE,20251112,20251112-LE-9227,LE - Union Station,,1,20A,OSUN,1,1,
08251125-LE,20251112,20251112-LE-9033,LE - Union Station,,1,26A,OSUN,1,1,
08251125-GT,20251112,20251112-GT-3026,KI - Union Station,,1,24A,BEUN,1,1,
08251125-GT,20251112,20251112-GT-3017,KI - Bramalea GO,,0,43P,UNBE,1,1,
08251125-ST,20251112,20251112-ST-7432,ST - Mount Joy GO,,0,64P,UNMJ,1,1,
08251125-LE,20251112,20251112-LE-9015,LE - Union Station,,1,02A,OSUN,1,1,
08251125-LW,20251112,20251112-LW-1879,LW - Hamilton GO Centre,,0,20A,UNHA,1,2,
08251125-LE,20251112,20251112-LE-9336,LE - Durham College Oshawa GO,,0,15A,UNOS,1,1,
08251125-GT,20251112,20251112-GT-3021,KI - Bramalea GO,,0,08P,UNBE,1,1,
08251125-BR,20251112,20251112-BR-6317,BR - Aurora GO,,0,63A,UNAU,1,1,
08251125-MI,20251112,20251112-MI-2712,MI - Union Station,,1,33A,MLUN,1,2,
08251125-LW,20251112,20251112-LW-1013,LW - Aldershot GO,,0,10A,UNAL,1,1,
